	id	rtscts	datarate	packetsize	verbose	rng	thr1	pkl1	thr2	pkl2
381	bc0664fa-176d-4176-a567-7171c30e9d7e	True	10	100	True	121	2.14596 Mbps	83.2342 %	1.93673 Mbps	84.8689 %
382	93c68efc-0783-4a5d-923f-6106b5ab9f1c	False	2	500	True	251	1.8473 Mbps	12.475 %	1.6361 Mbps	22.4817 %
383	38d98bfb-9527-4e41-b2c8-f119328b8614	True	5	1500	True	110	5.08926 Mbps	0 %	5.07703 Mbps	0.240192 %
384	12c67398-fae5-4108-b5d6-839f34956282	False	15	500	True	376	6.80768 Mbps	57.0184 %	1.22496 Mbps	92.266 %
385	d28873cf-fdcc-4d65-b7d4-28fb3e646366	False	15	1000	True	385	6.31603 Mbps	59.04 %	0.959467 Mbps	93.7778 %
386	1425ddc0-48cd-4f91-be07-50a391e2579c	True	5	100	True	80	2.0992 Mbps	67.1983 %	1.98281 Mbps	69.017 %
387	f7d55356-390b-4606-9c2c-3d5ac6dab157	False	15	100	True	367	2.1446 Mbps	88.8302 %	2.33199 Mbps	87.8542 %
388	a7197fd4-11ff-400a-9a6b-94dfc83be9bd	True	10	100	True	127	1.82647 Mbps	85.7303 %	2.24768 Mbps	82.4395 %
389	97823f01-43ab-414d-9573-cd89554077fb	True	10	1500	True	154	10.1541 Mbps	0.280112 %	10.1785 Mbps	0.040016 %
390	b79687d6-c8d7-4d3a-9409-3db1e503aa93	True	1	100	True	3	1.27966 Mbps	0 %	1.27829 Mbps	0.106695 %
391	68186213-5988-4f53-9a56-9926d5199682	False	10	1000	True	348	1.76816 Mbps	82.7954 %	1.21989 Mbps	88.1302 %
392	81d8a069-ce76-49ab-8172-1d0745c03d34	True	2	1500	True	71	2.03326 Mbps	0 %	2.03326 Mbps	0 %
393	1facd120-0cbc-4aee-95a9-a530a64acf35	False	15	1000	True	382	6.39827 Mbps	58.5067 %	1.0609 Mbps	93.12 %
394	f11c4289-ce10-4b94-8ebb-d9d926cc0a4b	False	15	1000	True	381	1.17055 Mbps	92.4089 %	6.08576 Mbps	60.5333 %
395	4e19d6f1-846e-4325-a9fb-6663f7d327c6	True	5	100	True	85	1.91078 Mbps	70.1424 %	2.17088 Mbps	66.0782 %
396	cbc66915-6b06-42d8-bca3-38c92243fb83	False	5	100	True	288	2.31936 Mbps	63.7581 %	2.26509 Mbps	64.6061 %
397	7c4cb844-449b-4504-9d58-d6a7206d81a0	True	15	1000	True	183	10.9434 Mbps	29.0311 %	10.8447 Mbps	29.6711 %
398	b466b6cc-efbb-45ac-a60c-e87a13ecbea4	True	2	100	True	42	1.73158 Mbps	32.351 %	2.33472 Mbps	8.78784 %
399	d1f9e96f-091d-4085-8f95-508a872a9481	True	15	100	True	165	2.42415 Mbps	87.3742 %	1.66366 Mbps	91.3351 %
