	id	rtscts	datarate	packetsize	verbose	rng	thr	rtr
661	2a7601ec-389b-41eb-becb-4aa82fdc4a91	False	5.0	500	True	583	10.540569999999999	5434
662	777834b6-097e-4c6a-b20e-84d08d08732c	True	1.0	750	True	33	2.07384	0
663	53d57985-9505-49c3-a9f4-34bcd0e8aa61	False	1.0	1500	True	479	2.03408	852
664	640bf4c4-3a34-4914-8657-9c0c2e2616ab	True	15.0	125	True	353	5.40005	0
665	a8da8ece-e68b-49eb-bfd5-f09882010f2d	True	15.0	1500	True	408	27.6385	0
666	058e123d-7601-499e-bee9-d0cd821c63b2	True	7.5	750	True	241	15.54009	0
667	81a0f08b-2b4b-499f-9ed2-020f47d49be5	False	7.5	2000	True	697	15.192160000000001	2135
668	81e6838c-bd55-4be9-9f07-ad63ff9d71e2	False	5.0	750	True	593	10.3667	3840
669	a97bf228-395f-4af7-89f6-a18bb2e628e1	False	2.5	1000	True	535	5.13836	1498
670	35fe4dd9-863d-4523-be63-0ed3da5b0cfb	True	5.0	250	True	155	9.32479	0
671	478ed621-f855-4db3-98ba-b141647d7a9a	False	1.0	2000	True	482	2.02476	644
672	deb89696-f572-4e3a-b5f0-eca5c4de5133	False	7.5	250	True	645	15.200600000000001	4169
673	75bfd385-fadc-47e8-87d3-ded69f67999d	False	5.0	2000	True	627	10.13676	1792
674	36825e2f-2e71-4de3-acb8-ba6f5c6092ba	True	7.5	750	True	247	15.550049999999999	0
675	2e54928e-b294-4c67-a3ef-fc86a39946be	False	1.0	2000	True	480	2.02476	642
676	dfd54f15-74f5-40ee-8bd6-1802979df188	True	15.0	250	True	366	9.33013	0
677	38fb5747-49ca-471e-8e90-f9d3703de05d	False	7.5	1500	True	686	15.260449999999999	2801
678	fe3bf0af-4677-4a26-937b-f59a910ef059	True	7.5	250	True	221	9.337679999999999	0
679	b351fac9-d2bf-45e0-bd30-03bccababdc9	True	5.0	1500	True	198	10.177700000000002	0
680	24641aa6-656c-4b9f-b463-0c37716a9519	False	1.0	500	True	440	2.11032	2496
681	4f200771-3c55-4430-b446-f75822653daa	False	2.5	125	True	496	6.11608	4170
682	d156d60e-abbc-446a-9cbb-f97f5555c3c6	True	7.5	250	True	224	9.337240000000001	0
683	79fc5eb2-6f75-4c90-aa29-fbd6ef65ab4f	True	7.5	1500	True	262	15.258	0
684	632e5c23-f098-42a2-8073-ebe298a6674b	False	5.0	1500	True	615	10.15814	2432
685	80ea4c29-cf4e-4c56-9b0f-7a8cd2a3552d	True	1.0	125	True	7	2.4450700000000003	0
686	124065fd-4bbc-400c-84f8-bff54ef8de89	True	7.5	750	True	244	15.54382	0
687	f3a1994a-ccac-4e09-a35f-5f8a2f56bb6e	False	1.0	750	True	459	2.07384	1727
688	8921040a-9bf6-425b-b21c-f6e0f9b21d00	False	15.0	750	True	809	28.9204	2883
689	38907a0e-c117-4bc1-9aa1-b02b6ad766ea	True	2.5	1000	True	116	5.13671	0
690	cfa89efd-46ba-40cb-a237-53c7feab6f55	False	10.0	250	True	712	15.239740000000001	4034
691	f22c338b-7c56-4747-a98b-450492c103df	False	10.0	125	True	706	9.18882	4673
692	82985045-9508-4ffe-b4cb-94e23d2e1721	False	15.0	250	True	789	15.213049999999999	4171
693	b9b8af6e-d0f0-4486-ae38-7f933b90afc9	True	15.0	250	True	368	9.332799999999999	0
694	551133cc-1f5d-4289-8c27-cab5aee3a06c	True	1.0	250	True	10	2.22133	0
695	39250c83-7af1-4ca1-b9b2-289bbf896029	False	2.5	1000	True	539	5.13671	1528
696	be4c6d30-9021-4791-8003-a96bab4afad3	True	5.0	125	True	148	5.40665	0
697	ba971a42-4d86-402c-a62a-0ea2e6c5cb5a	True	5.0	1000	True	183	10.27178	0
698	6f5794d3-cd21-4ec0-843e-7b0b65e5b781	True	7.5	500	True	237	14.72064	0
699	7517c996-e639-4f99-ad06-8e71d0c2e980	True	15.0	500	True	376	15.906740000000001	0
700	5f0fb041-7232-4d46-a193-6d38021934ee	True	2.5	750	True	102	5.18335	0
